versuch_id	sample_id	plant_id	accession	plant_name	glucose	fructose	sucrose	raffinose	amino_acids	malate	fumarate	fumarate_withNAs	proline	LT50NAC	LT50ACC	bbch_id	antho_value	anthoscore	number1	date1	aliquot_id	date2	number2
105	81548	642822	Oy-1	[At.Oy-1.n].32.1-2	8.809570922	7.117730496	9.251391844	1.285874113	5.1914	21.84987281	0.847069082	0.847069082	0.132532213	-7.199	-11.48	19	sehr hoch	5	15	01. Apr 09	642822	22. Jan 09	9
105	81549	642640	Petergof	[At.Petergof.n].85-1	15.98131551	13.44840463	22.39926381	3.354871658	5.1134	15.97302364	0.780975599	0.780975599	0.040665233	-6.133	-10.24	19	hoch	4	29	01. Apr 09	642640	22. Jan 09	27
105	81550	642641	Petergof	[At.Petergof.n].85-2	7.463595668	9.505703971	6.036781588	1.325624549	4.9742	17.40930837	0.933874754	0.933874754	0.018283616	-6.133	-10.24	19	mittel	3	14	01. Apr 09	642641	22. Jan 09	9
105	81551	642873	Pi-0	[At.Pi-0. n].2-1	10.96726549	12.50407788	9.333070796	2.102175221	8.5243	13.84256395	0.635200015	0.635200015	0.081842837	-6.607	-8.378	53	hoch	4	32	01. Apr 09	642873	22. Jan 09	31
105	81552	642874	Pi-0	[At.Pi-0. n].2-2	10.54308652	12.11588186	6.939539101	1.624415973	4.2093	12.44443152	0.597151428	0.597151428	0.066744024	-6.607	-8.378	55	hoch	4	29	01. Apr 09	642874	22. Jan 09	24
105	81553	642841	Pyl-1	[At.Pyl-1.n].2.1-1	5.477485019	6.31956367	7.019451311	0.596220974	6.9467	13.25874002	1.859180581	1.859180581	0.118571056	-5.307	-6.964	52	mittel	3	16	01. Apr 09	642841	22. Jan 09	15
105	81554	642842	Pyl-1	[At.Pyl-1.n].2.1-2	6.072550442	5.900449558	8.017483186	0.562279646	9.6875	14.54864567	1.897418996	1.897418996	0.149162324	-5.307	-6.964	51	gering	2	15	01. Apr 09	642842	22. Jan 09	12
105	81555	642790	Ran	[At.Ran.n].2-1	7.88285913	9.708276522	7.33706087	0.972008696	7.2649	17.26906304	1.037575507	1.037575507	0.14130919	-5.885	-6.344	51	gering	2	7	01. Apr 09	642790	22. Jan 09	11
105	81556	642791	Ran	[At.Ran.n].2-2	9.546978599	11.83819844	6.387682879	1.601677043	3.7231	12.11148629	1.314873967	1.314873967	0.061511717	-5.885	-6.344	52	hoch	4	46	01. Apr 09	642791	22. Jan 09	37
105	81557	642792	Ri-0	[At.Ri-0.n].2-1	9.807793103	6.440738245	4.357068966	1.173512539	1.6403	4.576540481	1.431917127	1.431917127	0.04600429	-5.985	-9.009	53	gering	2	20	01. Apr 09	642792	22. Jan 09	22
105	81558	642793	Ri-0	[At.Ri-0.n].2-2	11.21119704	10.56219704	7.393711002	1.408300493	3.7006	15.83703914	0.459193277	0.459193277	0.084618042	-5.985	-9.009	53	mittel	3	35	01. Apr 09	642793	22. Jan 09	31
105	81559	642875	Rld-2	[At.Rld-2. n].2-1	7.340929276	4.527940789	8.224080592	1.232506579	-0.8684	6.489586666	0.72060413	0.72060413	0.023996137	-4.777	-9.082	51	hoch	4	33	01. Apr 09	642875	22. Jan 09	38
105	81560	642876	Rld-2	[At.Rld-2. n].2-2	9.486512821	6.514358974	9.094117216	1.83468315	4.0774	9.731593128	0.802430973	0.802430973	0.02691518	-4.777	-9.082	51	hoch	4	51	01. Apr 09	642876	22. Jan 09	49
105	81561	642664	RRS-7	[At.RRS7.n].92-1	14.41333096	16.95947153	8.99352669	1.825236655	4.8242	13.91645664	0.920581163	0.920581163	0.044408402	-5.979	-10.78	51	hoch	4	39	01. Apr 09	642664	22. Jan 09	40
105	81562	642665	RRS-7	[At.RRS7.n].92-2	8.808800353	10.95916961	6.251432862	1.251111307	3.2621	10.0925548	0.774076521	0.774076521	0.029700783	-5.979	-10.78	50	hoch	4	34	01. Apr 09	642665	22. Jan 09	25
105	81563	642839	Rsch-0	[At.Rsch-0.n].2.11-1	13.30496941	15.4806501	14.16580306	2.534422562	3.5979	10.15955994	0.989228707	0.989228707	0.040791981	-5.23	-10.98	51	mittel	3	19	01. Apr 09	642839	22. Jan 09	16
105	81564	642840	Rsch-0	[At.Rsch-0.n].2.11-2	16.25913065	19.33830318	11.41312228	2.090078727	6.678	8.900251002	0.932975319	0.932975319	0.032837466	-5.23	-10.98	51	mittel	3	19	01. Apr 09	642840	22. Jan 09	16
105	81565	642794	Rubezhnoe-1	[At.Rubezhnoe-1.n].2-1	11.54638294	9.902978221	5.673876588	1.046528131	7.6435	12.53937301	4.606114034	4.606114034	0.06971328	-6.188	-10.71	52	gering	2	23	01. Apr 09	642794	22. Jan 09	23
105	81566	642795	Rubezhnoe-1	[At.Rubezhnoe-1.n].2-2	3.449802768	3.571562284	6.230238754	0.452070934	7.0555	7.122216847	1.100736277	1.100736277	0.053681908	-6.188	-10.71	53	mittel	3	45	01. Apr 09	642795	22. Jan 09	38
105	81567	642871	Sah-0	[At.Sah-0. n].2-1	18.88427258	13.35893103	10.93893268	2.157412151	14.312	15.64987697	1.630217455	1.630217455	0.065167948	-4.713	-5.401	51	gering	2	7	01. Apr 09	642871	22. Jan 09	7
105	81568	642872	Sah-0	[At.Sah-0. n].2-2	3.060080374	3.50811215	4.607065421	0.552403738	10.4227	13.12743232	0.818929554	0.818929554	0.040374241	-4.713	-5.401	52	mittel	3	19	01. Apr 09	642872	22. Jan 09	19
105	81569	642815	Sakata	[At.Sakata. n].2-1	3.407816112	3.854781086	3.478707531	3.300704028	11.1723	16.59156601	1.044843987	1.044843987	0.070042452	NA	NA	53	mittel	3	16	01. Apr 09	642815	22. Jan 09	18
105	81570	642816	Sakata	[At.Sakata. n].2-2	11.06669	13.018665	5.936105	1.143276667	9.3867	15.40970111	0.334015672	0.334015672	0.046713503	NA	NA	55	gering	2	10	01. Apr 09	642816	22. Jan 09	10
105	81571	642796	Sap-0	[At.Sap-0.n].3-1	14.25023598	18.5986441	7.062210832	1.103673114	6.3519	19.09617092	0.847441608	0.847441608	0.035866566	-5.372	-8.679	52	hoch	4	22	01. Apr 09	642796	22. Jan 09	24
105	81572	642797	Sap-0	[At.Sap-0.n].3-2	8.195273381	8.938291367	5.312356115	1.133660072	6.9037	11.70909777	0.716740395	0.716740395	0.059312673	-5.372	-8.679	53	sehr hoch	5	55	01. Apr 09	642797	22. Jan 09	45
105	81573	642668	Sav-0	[At.Sav-0.NULL].31-1	16.57713652	15.35435816	8.338799645	1.892131206	7.4653	16.09015607	1.057811909	1.057811909	0.041335874	-5.904	-9.203	51	hoch	4	22	01. Apr 09	642668	22. Jan 09	NA
105	81574	642669	Sav-0	[At.Sav-0.NULL].31-2	13.26293214	14.45911607	7.487807143	1.941051786	5.0879	17.62985779	0.853119576	0.853119576	0.037966861	-5.904	-9.203	52	hoch	4	28	01. Apr 09	642669	22. Jan 09	15
105	81575	642837	Sha	[At.Sha.n].3.1-1	10.02977759	11.20730862	6.843463793	1.672913793	3.2797	5.820275652	0.345533454	0.345533454	0.021697059	-6.278	-8.967	53	mittel	3	25	01. Apr 09	642837	22. Jan 09	29
105	81576	642838	Sha	[At.Sha.n].3.1-2	9.300246622	10.36846115	7.492548986	0.311628378	4.2058	8.397811756	0.807005004	0.807005004	0.029859927	-6.278	-8.967	51	gering	2	15	01. Apr 09	642838	22. Jan 09	14
105	81577	642817	Sorbo	[At.Sorbo. n].2-1	11.86342553	13.03703723	11.10832624	0.575886525	4.9568	7.60215245	0.636326256	0.636326256	0.051686499	-5.026	-9.499	19	mittel	3	23	01. Apr 09	642817	22. Jan 09	26
105	81578	642818	Sorbo	[At.Sorbo. n].2-2	18.29025181	19.10902355	20.89551993	2.860483696	8.9979	10.03879234	1.152582551	1.152582551	0.052782109	-5.026	-9.499	19	gering	2	9	01. Apr 09	642818	22. Jan 09	8
105	81579	642798	Sp-0	[At.Sp-0.n].2-1	16.29489168	18.09332302	16.46076596	2.321843327	8.6515	19.42687236	3.759524299	3.759524299	0.054988089	-5.278	-10.25	50	mittel	3	7	01. Apr 09	642798	22. Jan 09	8
105	81580	642799	Sp-0	[At.Sp-0.n].2-2	9.655181996	10.61252446	8.883704501	1.135970646	13.2477	17.20135737	1.400126948	1.400126948	0.046796836	-5.278	-10.25	51	hoch	4	12	01. Apr 09	642799	22. Jan 09	7
105	81581	642800	St-0	[At.St-0.n].22-1	14.88154312	15.2447633	11.62178349	1.862880734	10.3193	14.35054795	1.021993147	1.021993147	0.055917672	-6.259	-10.34	50	hoch	4	28	01. Apr 09	642800	22. Jan 09	20
105	81582	642801	St-0	[At.St-0.n].22-2	13.59063451	13.76737477	10.74146011	1.526814471	9.4626	23.0747867	1.400898928	1.400898928	0.066136037	-6.259	-10.34	52	mittel	3	21	01. Apr 09	642801	22. Jan 09	14
105	81583	642825	Stw-0	[At.Stw-0.n].1.1-1	16.26840067	15.10282997	8.298597643	1.564506734	9.1877	11.05597515	1.071086815	1.071086815	0.050435601	-6.922	-11.38	51	mittel	3	16	01. Apr 09	642825	22. Jan 09	14
105	81584	642826	Stw-0	[At.Stw-0.n].1.1-2	19.31532213	17.90870949	9.959156126	1.897175889	8.9726	11.85245143	0.865864251	0.865864251	0.055319077	-6.922	-11.38	52	mittel	3	21	01. Apr 09	642826	22. Jan 09	18
105	81585	642802	Ta-0	[At.Ta-0.n].2-1	7.391986971	8.784954397	6.940079805	1.340991857	1.5576	2.342133402	0.132818321	0.132818321	0.035930272	-7.498	-11.16	55	hoch	4	59	01. Apr 09	642802	22. Jan 09	63
105	81586	642803	Ta-0	[At.Ta-0.n].2-2	16.28151043	18.31225682	13.28543018	2.330004815	6.7454	12.91976269	0.703254111	0.703254111	0.065504937	-7.498	-11.16	53	hoch	4	46	01. Apr 09	642803	22. Jan 09	47
105	81587	642869	Te-0	[At.Te.n].1.192-1	3.395719361	4.663477798	6.310767318	1.105273535	5.6323	9.5389711	0.707828881	0.707828881	0.068666898	-7.001	-10.87	53	mittel	3	26	01. Apr 09	642869	22. Jan 09	27
105	81588	642870	Te-0	[At.Te.n].1.192-2	5.633238616	7.028069217	9.845655738	1.827415301	6.9314	15.49169255	0.653712219	0.653712219	0.088169827	-7.001	-10.87	52	mittel	3	30	01. Apr 09	642870	22. Jan 09	26
105	81589	642835	Tsu-9	[At.Tsu-0.n].2.2-1	16.63315412	18.59488967	8.263411559	1.535770578	2.1625	4.115453611	0.559138979	0.559138979	0.04009165	-5.443	-10.78	51	mittel	3	43	01. Apr 09	642835	22. Jan 09	45
105	81590	642836	Tsu-9	[At.Tsu-0.n].2.2-2	12.73551756	14.76993346	9.320060998	1.560292052	2.8687	12.7711544	0.443676626	0.443676626	0.053818683	-5.443	-10.78	53	mittel	3	30	01. Apr 09	642836	22. Jan 09	34
105	81591	642833	Ty-0	[At.Ty-0.n].2.1-1	8.814145485	10.76991806	12.48255853	1.928943144	2.3091	10.3149048	0.401386379	0.401386379	0.037733709	-5.592	-11.14	19	gering	2	39	01. Apr 09	642833	22. Jan 09	44
105	81592	642834	Ty-0	[At.Ty-0.n].2.1-2	13.80097353	16.43931002	10.83861626	1.864614367	6.7255	19.63258657	0.378845752	0.378845752	0.111460057	-5.592	-11.14	19	mittel	3	42	01. Apr 09	642834	22. Jan 09	46
105	81593	642638	Van-0	[At.Van-0.n].84-1	13.40147515	12.22736382	8.442224652	1.052906561	8.239	28.46522688	1.501162071	1.501162071	0.359730293	-6.029	-8.79	51	gering	2	24	01. Apr 09	642638	22. Jan 09	32
105	81594	642639	Van-0	[At.Van-0.n].84-2	11.54729866	0.321308725	6.708993289	1.163211409	6.0843	14.07878766	-0.461453713	-0.461453713	0.094385448	-6.029	-8.79	51	gering	2	14	01. Apr 09	642639	22. Jan 09	14
105	81595	642877	Ws	[At.Wassilewskija-B.x].a2-1	6.569651625	6.699021661	4.917864621	0.849449458	11.0064	13.39731491	0.790843522	0.790843522	0.058067526	-6.024	-10.62	52	hoch	4	37	01. Apr 09	642877	22. Jan 09	37
105	81596	642878	Ws	[At.Wassilewskija-B.x].a2-2	19.19421519	21.4091302	14.24519711	2.843374322	9.8503	17.13161699	0.505693862	0.505693862	0.062212207	-6.024	-10.62	52	mittel	3	14	01. Apr 09	642878	22. Jan 09	7
105	81597	642636	Wei-1	[At.Wei-1.n].85-1	14.19591304	13.76416446	9.64431758	1.819984877	3.2789	1.425669813	0.154159639	0.154159639	0.043843773	NA	NA	53	hoch	4	26	01. Apr 09	642636	22. Jan 09	22
105	81598	642637	Wei-1	[At.Wei-1.n].85-2	15.5115516	16.53653025	9.79511032	2.132709964	7.3761	12.69956949	0.356600361	0.356600361	0.062012539	NA	NA	53	mittel	3	19	01. Apr 09	642637	22. Jan 09	19
105	81599	642819	Yo-0	[At.Yo-0. n].11-1	11.44763339	10.23890534	5.420253012	1.390375215	4.9335	10.32244479	0.549515245	0.549515245	0.03266791	-5.595	-10.08	19	hoch	4	30	01. Apr 09	642819	22. Jan 09	33
105	81600	642820	Yo-0	[At.Yo-0. n].11-2	10.27440878	9.611761824	7.766358108	2.014371622	9.0896	7.627664709	0.606229744	0.606229744	0.032060904	-5.595	-10.08	50	sehr hoch	5	39	01. Apr 09	642820	22. Jan 09	45
