Datum	Schnee	Sonne	Temp	Monat	Jahr	Feld
25.12.2009	3	6	0.1	Dezember	2009	Feld4
26.12.2009	0	156	1.2	Dezember	2009	Feld4
27.12.2009	0	66	-3.2	Dezember	2009	Feld4
28.12.2009	0	6	-2.3	Dezember	2009	Feld4
29.12.2009	0	0	-2.2	Dezember	2009	Feld4
30.12.2009	2	0	-1.9	Dezember	2009	Feld4
31.12.2009	13	0	-2.3	Dezember	2009	Feld4
1.1.2010	18	0	-3.9	Januar	2010	Feld4
2.1.2010	21	0	-4	Januar	2010	Feld4
3.1.2010	20	66	-6.9	Januar	2010	Feld4
4.1.2010	19	0	-7.8	Januar	2010	Feld4
5.1.2010	17	150	-7	Januar	2010	Feld4
6.1.2010	16	0	-16.2	Januar	2010	Feld4
7.1.2010	16	0	-8.5	Januar	2010	Feld4
8.1.2010	19	0	-19.6	Januar	2010	Feld4
9.1.2010	19	0	-5.9	Januar	2010	Feld4
10.1.2010	27	0	-3.9	Januar	2010	Feld4
11.1.2010	30	0	-8.5	Januar	2010	Feld4
12.1.2010	26	0	-7	Januar	2010	Feld4
13.1.2010	24	0	-8	Januar	2010	Feld4
14.1.2010	24	0	-2.8	Januar	2010	Feld4
15.1.2010	23	0	-4.6	Januar	2010	Feld4
16.1.2010	23	0	-3.4	Januar	2010	Feld4
17.1.2010	21	0	-6.9	Januar	2010	Feld4
18.1.2010	21	0	-0.2	Januar	2010	Feld4
19.1.2010	21	0	-0.3	Januar	2010	Feld4
20.1.2010	21	0	-0.8	Januar	2010	Feld4
21.1.2010	21	0	-13.8	Januar	2010	Feld4
22.1.2010	20	0	-7.4	Januar	2010	Feld4
23.1.2010	19	162	-14.8	Januar	2010	Feld4
24.1.2010	19	0	-15.7	Januar	2010	Feld4
25.1.2010	19	276	-14.7	Januar	2010	Feld4
26.1.2010	18	450	-22	Januar	2010	Feld4
27.1.2010	18	12	-25.1	Januar	2010	Feld4
28.1.2010	27	30	-7.1	Januar	2010	Feld4
29.1.2010	31	6	-2.6	Januar	2010	Feld4
30.1.2010	37	42	-2.4	Januar	2010	Feld4
31.1.2010	35	252	-17	Januar	2010	Feld4
1.2.2010	35	198	-9.6	Feburar	2010	Feld4
2.2.2010	35	12	-12.2	Feburar	2010	Feld4
3.2.2010	38	264	-5.1	Feburar	2010	Feld4
4.2.2010	35	0	-11.1	Feburar	2010	Feld4
5.2.2010	33	240	-8.2	Feburar	2010	Feld4
6.2.2010	33	0	-1.1	Feburar	2010	Feld4
7.2.2010	33	0	-11.1	Feburar	2010	Feld4
8.2.2010	33	0	-4.9	Feburar	2010	Feld4
9.2.2010	33	54	-8	Feburar	2010	Feld4
10.2.2010	33	0	-7	Feburar	2010	Feld4
11.2.2010	34	0	-7.5	Feburar	2010	Feld4
12.2.2010	37	0	-3.4	Feburar	2010	Feld4
13.2.2010	39	0	-3.9	Feburar	2010	Feld4
14.2.2010	40	150	-6.1	Feburar	2010	Feld4
15.2.2010	38	138	-5.4	Feburar	2010	Feld4
16.2.2010	38	18	-5.2	Feburar	2010	Feld4
17.2.2010	38	366	-15.1	Feburar	2010	Feld4
18.2.2010	37	24	-6.5	Feburar	2010	Feld4
19.2.2010	31	0	-5	Feburar	2010	Feld4
20.2.2010	31	384	-2.6	Feburar	2010	Feld4
21.2.2010	31	180	-8.6	Feburar	2010	Feld4
22.2.2010	30	162	-8.7	Feburar	2010	Feld4
23.2.2010	26	0	1	Feburar	2010	Feld4
24.2.2010	26	0	-1.2	Feburar	2010	Feld4
25.2.2010	26	444	-1.4	Feburar	2010	Feld4
26.2.2010	20	0	0.1	Feburar	2010	Feld4
27.2.2010	15	180	-1.1	Feburar	2010	Feld4
28.2.2010	13	66	-0.1	Feburar	2010	Feld4
1.3.2010	7	90	0.5	März	2010	Feld4
2.3.2010	0	168	-1.7	März	2010	Feld4
3.3.2010	0	162	-2.2	März	2010	Feld4
4.3.2010	0	264	-6.9	März	2010	Feld4
5.3.2010	0	462	-7.8	März	2010	Feld4
6.3.2010	0	378	-6.3	März	2010	Feld4
7.3.2010	0	474	-10	März	2010	Feld4
8.3.2010	0	228	-3	März	2010	Feld4
9.3.2010	0	564	-9.1	März	2010	Feld4
10.3.2010	0	498	-7.8	März	2010	Feld4
11.3.2010	0	0	-6.6	März	2010	Feld4
12.3.2010	0	0	-2.4	März	2010	Feld4
13.3.2010	0	42	1	März	2010	Feld4
14.3.2010	0	6	2.3	März	2010	Feld4
15.3.2010	7	150	-7.8	März	2010	Feld4
16.3.2010	3	66	-1.9	März	2010	Feld4
17.3.2010	0	12	-2.5	März	2010	Feld4
18.3.2010	0	486	0	März	2010	Feld4
19.3.2010	0	78	3.2	März	2010	Feld4
20.3.2010	0	30	8.2	März	2010	Feld4
21.3.2010	0	12	8.1	März	2010	Feld4
22.3.2010	0	630	0.4	März	2010	Feld4
23.3.2010	0	438	2	März	2010	Feld4
24.3.2010	0	246	0	März	2010	Feld4
25.3.2010	0	606	2.3	März	2010	Feld4
26.3.2010	0	414	6.9	März	2010	Feld4
27.3.2010	0	60	4.9	März	2010	Feld4
28.3.2010	0	132	3.6	März	2010	Feld4
29.3.2010	0	6	2.2	März	2010	Feld4
30.3.2010	0	204	1.6	März	2010	Feld4
31.3.2010	0	84	7.8	März	2010	Feld4
1.4.2010	0	522	-0.5	April	2010	Feld4
2.4.2010	0	624	-2.5	April	2010	Feld4
3.4.2010	0	432	-1.9	April	2010	Feld4
4.4.2010	0	114	5.5	April	2010	Feld4
5.4.2010	0	72	2	April	2010	Feld4
6.4.2010	0	246	0.7	April	2010	Feld4
7.4.2010	0	738	-0.5	April	2010	Feld4
8.4.2010	0	534	0.8	April	2010	Feld4
9.4.2010	0	264	1.4	April	2010	Feld4
10.4.2010	0	354	1	April	2010	Feld4
11.4.2010	0	30	4	April	2010	Feld4
12.4.2010	0	366	2.5	April	2010	Feld4
13.4.2010	0	282	0.7	April	2010	Feld4
14.4.2010	0	222	0.6	April	2010	Feld4
15.4.2010	0	0	4	April	2010	Feld4
16.4.2010	0	408	-0.5	April	2010	Feld4
17.4.2010	0	768	-1.9	April	2010	Feld4
18.4.2010	0	792	-0.5	April	2010	Feld4
19.4.2010	0	684	0.5	April	2010	Feld4
20.4.2010	0	630	-2.4	April	2010	Feld4
21.4.2010	0	414	2.6	April	2010	Feld4
22.4.2010	0	522	-0.5	April	2010	Feld4
23.4.2010	0	786	-3.5	April	2010	Feld4
24.4.2010	0	468	-1.4	April	2010	Feld4
25.4.2010	0	756	1.7	April	2010	Feld4
26.4.2010	0	234	5.5	April	2010	Feld4
27.4.2010	0	222	7	April	2010	Feld4
28.4.2010	0	672	3	April	2010	Feld4
29.4.2010	0	432	7.7	April	2010	Feld4
30.4.2010	0	426	11.6	April	2010	Feld4
